institution_id,name,city,township,type,status,website_url,website_state,google_maps_url,google_maps_state,facebook_url,facebook_state,tiktok_url,tiktok_state,verified_platform_count,missing_platforms
1,မြန်မာ့စီးပွားရေးစီမံခန့်ခွဲမှုပညာကောလိပ်,Mandalay,ချမ်းအေးသာစံမြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://mcu.edu.mm/,verified,,missing,https://www.facebook.com/MyanmarCommercialCollege/,verified,,missing,2,"google_maps,tiktok"
116,UNIVERSE Vocational School (Centre),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
117,Edulink Myanmar (Centre),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
118,HSU English Learning Centre,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
119,RIGHT BRAIN EDUCATION CENTER,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
12,Continuous Learning College,Mandalay,မဟာအောင်မြေမြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://clceducollege.com/,verified,,missing,https://www.facebook.com/ContinuousLearningCenter,unverified,,missing,1,"google_maps,tiktok"
120,Myat Kay Khaing English Class Centre,Yangon,(၄)ရပ်ကွက် တောင်ဥက္ကလာပမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
121,GLC( Gandawin Learning Centre) (English),Yangon,ခရမ်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
122,UNIVERSE Vocational School (Centre),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
123,MIEA School (Centre),Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
124,ADVAN Training Centre,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
125,Akafuji Vocational Training Center,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
126,ASAKAWA ဂျပန်စာသင်တန်းကျောင်း,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
127,LIGHT YEAR Education Centre,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
128,Ginza Japanese Language Centre,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
129,HIS GARDEN MYANMAR CENTRE,Yangon,အင်းစိန်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
13,New Next College,Mandalay,ချမ်းမြသာစည်မြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://newnextcollege.com/,verified,,missing,,missing,,missing,1,"google_maps,facebook,tiktok"
130,SMART START Education Centre,Yangon,တောင် ဥက္ကလာပမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
131,MAJA Education Centre,Yangon,တောင်ဥက္ကလာပမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
132,ပညာပါရမီ စင်တာ,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
133,ပညာပါရမီ စင်တာ,Yangon,လှိုင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
134,ပညာပါရမီ စင်တာ,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
135,တာမွေပညာရေး စင်တာ,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
136,SCBI Center (Stanford City Business Institute),Yangon,ဗိုလ်တထောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
137,SCBI Center (English) (Stanford City Business Institute),Yangon,ပန်းပဲတန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
138,Noreen English Language Center,Yangon,ဒဂုံ(မြောက်) မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
139,Noreen English Language Center (1),Yangon,ကြည့်မြင်တိုင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
14,Brain Box Acumen School of Management College,Mandalay,ချမ်းမြသာစည်မြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://brainboxacumen.edu.mm/,verified,,missing,https://www.facebook.com/brainboxacumen/,verified,,missing,2,"google_maps,tiktok"
140,Noreen English Language Certer (2),Yangon,ဒဂုံ(မြောက်) မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
141,Future Japanese Education Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
142,GLC (Gandawin Language Centre) (English),Yangon,သုံးခွမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
143,Gowoon Korean Language Center,Yangon,သုံးခွမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
144,International School of Management Centre,Yangon,ကျောက်တံတားမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
145,I CAN READ English Language Center (1),Yangon,လမ်းမတော်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
146,I CAN READ English Language Center(2),Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
147,Tensai Japanese Language Centre,Yangon,လမ်းမတော်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
148,HCT Hospitality Career Training Centre,Yangon,လမ်းမတော်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
149,The Experts English Language Centre,Yangon,ဗိုလ်တထောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
15,AIM International College,Mandalay,မဟာအောင်မြေ မြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://www.aim.edu.mm/,verified,,missing,https://www.facebook.com/AIMMdy/,verified,,missing,2,"google_maps,tiktok"
150,SEC ဘာသာစကား သင်တန်းကျောင်း,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
151,NMA Centre,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
152,RMIT Centre,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
153,Magokoro Japanese Language Center,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
154,IKUSEI Japanese Language Center,Yangon,မရမ်းကုန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
155,Success Japanese Language Center,Yangon,ဒေါပုံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
156,Reiwa Japanese Language School (Centre),Yangon,မြောက်ဥက္ကလာပ မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
157,School of Business & Investment Management (SBIM),Yangon,မင်္ဂလာတောင်ညွှန့်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
158,Thin Myanmar Japanese Language Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
159,UPIA Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
16,Shining Golden Star Centre (English),Mandalay,အောင်မြေသာစံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
160,Shizuoka Japanese Language Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
161,Izumi Japanese Language Center,Yangon,ပုဇွန်တောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
162,Musashi Japanese Language School (Centre),Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
163,YUDE Education Center,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
164,PAT JAPANESE LANGUAGE & SERVICES CENTRE,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
165,GOLDEN EDUCATION SHARING CENTER (G.E.S.C) တရုတ်စာသင်တန်း,Yangon,လှိုင်သာယာမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
166,GOLDEN EDUCATION SHARING CENTER (G.E.S.C) တရုတ်စာသင်တန်း,Yangon,လှိုင်သာယာ(ရှေ့)မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
167,GOLDEN EDUCATION SHARING CENTER (G.E.S.C) တရုတ်စာသင်တန်း,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
168,GOLDEN EDUCATION SHARING CENTER (G.E.S.C) တရုတ်စာသင်တန်း,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
169,GOLDEN EDUCATION SHARING CENTER (G.E.S.C) တရုတ်စာသင်တန်း,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
17,HTILA English and Education Centre (HEEC),Mandalay,မိတ္ထီလာမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
170,GOLDEN EDUCATION SHARING CENTER (G.E.S.C) တရုတ်စာသင်တန်း,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
171,GOLDEN EDUCATION SHARING CENTER G.E.S.C တရုတ်စာသင်တန်း (Centre-7),Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
172,GOLDEN EDUCATION SHARING CENTER (G.E.S.C) တရုတ်စာသင်တန်း,Yangon,(၁)ရပ်ကွက် ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
173,GOLDEN EDUCATION SHARING CENTER (G.E.S.C) တရုတ်စာသင်တန်း,Yangon,လသာမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
174,G.E.S.C Chinese Language,Yangon,ရွှေပြည်သာမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
175,G.E.S.C တရုတ်စာသင်တန်း,Yangon,မြောက်ဥက္ကလာပမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
176,Labour Asia Training Center,Yangon,ဒဂုံ(မြောက်)မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
177,WIN Japanese Language School (Centre),Yangon,ဗိုလ်တထောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
178,New Peak Education Centre,Yangon,ဒဂုံ (မြောက်)မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
179,K.S.H Japanese Training Centre,Yangon,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း) မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
18,Wall Street English Centre,Mandalay,ချမ်းမြသာစည်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
180,All Star Education ပုဂ္ဂလိကအဆင့်မြင့်ပညာ ကျောင်း (စင်တာ),Yangon,လမ်းမတော်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
181,Tr.Thuzar Education Center,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
182,JKT Japanese Language Centre,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
183,OHIO Japanese Language Centre,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
184,JKT Digital Center,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
185,ACC JAPANESE LANGUAGE CENTRE,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
186,WEBS Education Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
187,KK Korea Language Class,Yangon,ကော့မှူးမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
188,TARO Japanese Language Class,Yangon,ကော့မှူးမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
189,Hein Pyin Nyar Japanese Language Center,Yangon,ကော့မှူးမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
19,KAKEHASHI Centre (Japan),Mandalay,ပြင်ဦးလွင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
190,MJTM Japanese Language Center,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
191,Nissin Headcare Food Service School (Centre),Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
192,P.S.T Gakuen Japanese Language Training School (Centre),Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
193,Light ECFA (Light English Class For All) Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
194,I.A.M Innovative Achievement Milestones Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
195,Nelson English Language Centre,Yangon,ဒဂုံမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
196,QTEC Learning Hub Center,Yangon,ကြည့်မြင်တိုင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
197,JSC ( Yangon Japanese Center),Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
198,May Educare English Language Centre,Yangon,မြောက် ဥက္ကလာပမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
199,NHM IT & Business Centre,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
2,အယ်လ်ဘီယူအင်တာ နေရှင်နယ်ကောလိပ်,Mandalay,ချမ်းအေးသာစံမြို့နယ်,Private College,MOE listed; official web not yet reviewed,https://www.lbu.edu.mm/,verified,,missing,https://www.facebook.com/LBUMandalay,verified,https://www.tiktok.com/@lbu_mandalay,verified,3,google_maps
20,Dream Road International Education Centre,Mandalay,ချမ်းမြသာစည်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
200,AIMI Japanese Language Center,Yangon,ကမာရွတ်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
201,Bowen Education Center,Yangon,ဗဟန်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
202,(J.HRS) Japanese Language School (Centre),Yangon,အင်းစိန်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
203,CONNECT EDUCATION CENTRE,Yangon,ရန်ကင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
204,Prestige Education Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
205,J stars Japanese Language Centre,Yangon,တာမွေမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
206,LOTUS Hospitality Training Center,Yangon,ဗိုလ်တထောင်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
207,VA Learning Centre,Yangon,ဒဂုံ(မြောက်ပိုင်း)မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
208,DREAM JAPANESE Language and Vocational Training Centre,Yangon,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း) မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
209,P&P Japanese Language Center,Yangon,ကြည့်မြင်တိုင်မြို့,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
21,Mandalay Grace Learning Center,Mandalay,ချမ်းမြသာစည်မြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
210,Shwe Zin Myithar Centre,Yangon,စမ်းချောင်းမြို့နယ်,Private Higher Education Centre,MOE listed; official web not yet reviewed,,missing,,missing,,missing,,missing,0,"website,google_maps,facebook,tiktok"
